"bpTime","subid","clipNo","grain","bp"
2099.46530000019,12,7,"f",59
2104.65770000005,12,7,"f",59
2112.345,12,7,"f",59
2116.37720000005,12,7,"f",59
2120.95320000005,12,7,"f",59
2122.48120000005,12,7,"f",59
2128.54510000014,12,7,"f",59
2143.03379999995,12,8,"f",40
2156.1214000001,12,8,"f",40
2166.4575,12,8,"f",40
2170.52129999995,12,8,"f",40
2176.9374000001,12,8,"f",40
2185.40079999995,12,8,"f",40
2195.61710000014,12,8,"f",40
2204.6889000001,12,8,"f",40
2220.52860000014,12,8,"f",40
2227.52079999995,12,8,"f",40
2238.32079999995,12,8,"f",40
2247.05670000005,12,8,"f",40
2248.06460000014,12,8,"f",40
2252.4645,12,8,"f",40
2256.16860000014,12,8,"f",40
2259.72060000014,12,8,"f",40
2279.84,12,8,"f",40
2296.11220000005,12,8,"f",40
2314.4799000001,12,8,"f",40
2334.15970000005,12,8,"f",40
2337.43970000005,12,8,"f",40
2348.05579999995,12,8,"f",40
2357.75960000014,12,8,"f",40
2366.1194000001,12,8,"f",40
2383.04729999995,12,8,"f",40
2391.03129999995,12,8,"f",40
2393.83920000005,12,8,"f",40
2396.807,12,8,"f",40
2400.58320000005,12,8,"f",40
2401.87910000014,12,8,"f",40
2411.39929999995,12,8,"f",40
2414.51910000014,12,8,"f",40
2419.09510000014,12,8,"f",40
2427.599,12,8,"f",40
2429.14279999995,12,8,"f",40
2437.4869000001,12,8,"f",40
2445.56670000005,12,8,"f",40
2449.1015999999,12,9,"f",49
2451.95739999986,12,9,"f",49
2458.31729999995,12,9,"f",49
2460.52539999986,12,9,"f",49
2468.28529999995,12,9,"f",49
2470.80519999981,12,9,"f",49
2483.02129999995,12,9,"f",49
2501.8210999999,12,9,"f",49
2511.46889999986,12,9,"f",49
2515.20439999986,12,9,"f",49
2526.93219999981,12,9,"f",49
2532.28489999986,12,9,"f",49
2534.80469999981,12,9,"f",49
2541.5245999999,12,9,"f",49
2550.7085,12,9,"f",49
2554.83639999986,12,9,"f",49
2558.10839999986,12,9,"f",49
2568.428,12,9,"f",49
2569.8045,12,9,"f",49
2572.348,12,9,"f",49
2582.3005999999,12,9,"f",49
2587.6680999999,12,9,"f",49
2589.3240999999,12,9,"f",49
2591.09179999995,12,9,"f",49
2595.772,12,9,"f",49
2615.83529999995,12,9,"f",49
2622.21189999986,12,9,"f",49
2629.23569999981,12,9,"f",49
2636.22779999995,12,9,"f",49
2644.8675999999,12,9,"f",49
2651.4115999999,12,9,"f",49
2660.0915,12,9,"f",49
2661.72329999995,12,9,"f",49
2666.09929999995,12,9,"f",49
2670.1790999999,12,9,"f",49
2672.46729999995,12,9,"f",49
2674.32339999986,12,9,"f",49
2675.85129999995,12,9,"f",49
2677.65929999995,12,9,"f",49
2689.97869999981,12,9,"f",49
2693.1630999999,12,9,"f",49
2700.1390999999,12,9,"f",49
2704.363,12,9,"f",49
2713.683,12,9,"f",49
2720.587,12,9,"f",49
2730.80279999995,12,9,"f",49
2739.14120000005,12,10,"f",23
2745.7970999999,12,10,"f",23
2757.2205999999,12,10,"f",23
2765.781,12,10,"f",23
2768.909,12,10,"f",23
2776.78089999986,12,10,"f",23
2794.29229999995,12,10,"f",23
2802.52470000005,12,10,"f",23
2805.62870000005,12,10,"f",23
2812.5725,12,10,"f",23
2822.6445,12,10,"f",23
2827.64439999986,12,10,"f",23
2844.004,12,10,"f",23
2852.76420000005,12,10,"f",23
2863.076,12,10,"f",23
2870.73970000005,12,10,"f",23
2874.236,12,10,"f",23
2881.19589999986,12,10,"f",23
2883.95579999995,12,10,"f",23
19.7480999999046,13,1,"c",6
86.9234000000954,13,1,"c",6
129.698900000095,13,1,"c",6
184.466599999905,13,1,"c",6
225.866199999809,13,1,"c",6
272.857699999809,13,1,"c",6
304.776699999809,13,2,"c",4
350.0245,13,2,"c",4
434.4155,13,2,"c",4
508.670899999619,13,2,"c",4
718.044599999905,13,3,"c",3
760.428,13,3,"c",3
811.4915,13,3,"c",3
961.648300000191,13,4,"c",4
1025.864,13,4,"c",4
1036.4235,13,4,"c",4
1088.72720000029,13,4,"c",4
1250.47730000019,13,5,"c",2
1382.74020000029,13,5,"c",2
1576.181,13,6,"c",2
1764.2115,13,6,"c",2
1883.8845,13,7,"c",3
2000.64360000038,13,7,"c",3
2081.067,13,7,"c",3
2144.11320000029,13,8,"c",4
2301.44830000019,13,8,"c",4
2368.57530000019,13,8,"c",4
2423.9909000001,13,8,"c",4
2476.18130000019,13,9,"c",2
2674.8115,13,9,"c",2
2789.08469999981,13,10,"c",2
2870.41239999962,13,10,"c",2
2.36480000019073,14,1,"f",99
4.0127000002861,14,1,"f",99
4.51680000019073,14,1,"f",99
5.35680000019074,14,1,"f",99
6.213,14,1,"f",99
6.9647000002861,14,1,"f",99
7.82880000019073,14,1,"f",99
8.7487000002861,14,1,"f",99
9.6127000002861,14,1,"f",99
10.6848000001907,14,1,"f",99
11.4209000000954,14,1,"f",99
12.0847000002861,14,1,"f",99
14.2685999999046,14,1,"f",99
15.7085999999046,14,1,"f",99
16.3085999999046,14,1,"f",99
22.2364000000954,14,1,"f",99
26.7403000001907,14,1,"f",99
37.2845999999046,14,1,"f",99
44.6922000002861,14,1,"f",99
50.1404000000954,14,1,"f",99
60.0924000000954,14,1,"f",99
65.2283000001907,14,1,"f",99
70.5002000002861,14,1,"f",99
73.6680999999046,14,1,"f",99
76.0042000002861,14,1,"f",99
76.9000999999046,14,1,"f",99
79.5,14,1,"f",99
81.3719000000954,14,1,"f",99
83.172,14,1,"f",99
86.1960999999046,14,1,"f",99
87.4119000000954,14,1,"f",99
88.9319000000954,14,1,"f",99
90.9719000000954,14,1,"f",99
93.612,14,1,"f",99
95.9479000000954,14,1,"f",99
100.684300000191,14,1,"f",99
104.243900000095,14,1,"f",99
107.627900000095,14,1,"f",99
114.195800000191,14,1,"f",99
125.219900000095,14,1,"f",99
127.307800000191,14,1,"f",99
128.4115,14,1,"f",99
129.035700000286,14,1,"f",99
130.491700000286,14,1,"f",99
133.059599999905,14,1,"f",99
133.731800000191,14,1,"f",99
135.579900000095,14,1,"f",99
136.739800000191,14,1,"f",99
137.8355,14,1,"f",99
139.5875,14,1,"f",99
141.803400000095,14,1,"f",99
142.979400000095,14,1,"f",99
144.0275,14,1,"f",99
145.331400000095,14,1,"f",99
146.2515,14,1,"f",99
147.2915,14,1,"f",99
148.0675,14,1,"f",99
149.387400000095,14,1,"f",99
153.675099999905,14,1,"f",99
154.435400000095,14,1,"f",99
155.539400000095,14,1,"f",99
158.499400000095,14,1,"f",99
166.323200000286,14,1,"f",99
169.067400000095,14,1,"f",99
171.434800000191,14,1,"f",99
174.619200000286,14,1,"f",99
177.459200000286,14,1,"f",99
181.963099999905,14,1,"f",99
184.843099999905,14,1,"f",99
194.083,14,1,"f",99
201.395,14,1,"f",99
207.842800000191,14,1,"f",99
214.307,14,1,"f",99
219.058800000191,14,1,"f",99
227.858900000095,14,1,"f",99
232.986599999905,14,1,"f",99
237.442599999905,14,1,"f",99
244.506700000286,14,1,"f",99
251.3705,14,1,"f",99
257.786300000191,14,1,"f",99
259.714300000191,14,1,"f",99
263.714300000191,14,1,"f",99
282.906099999905,14,1,"f",99
284.018200000286,14,1,"f",99
286.194300000191,14,1,"f",99
290.530099999905,14,1,"f",99
302.002099999905,14,1,"f",99
303.208900000095,14,2,"f",82
304.736900000095,14,2,"f",82
309.896800000191,14,2,"f",82
314.896800000191,14,2,"f",82
331.104699999809,14,2,"f",82
336.384599999905,14,2,"f",82
339.576599999905,14,2,"f",82
340.5765,14,2,"f",82
342.016199999809,14,2,"f",82
345.6725,14,2,"f",82
347.928400000095,14,2,"f",82
349.896900000095,14,2,"f",82
354.0645,14,2,"f",82
356.720300000191,14,2,"f",82
364.800400000095,14,2,"f",82
366.664199999809,14,2,"f",82
378.904199999809,14,2,"f",82
381.632199999809,14,2,"f",82
393.904099999905,14,2,"f",82
396.672099999905,14,2,"f",82
400.359900000095,14,2,"f",82
409.52,14,2,"f",82
412.120199999809,14,2,"f",82
414.055800000191,14,2,"f",82
421.903699999809,14,2,"f",82
424.983699999809,14,2,"f",82
429.439599999905,14,2,"f",82
436.831599999905,14,2,"f",82
443.903599999905,14,2,"f",82
446.663599999905,14,2,"f",82
450.5995,14,2,"f",82
452.5355,14,2,"f",82
454.751400000095,14,2,"f",82
457.391300000191,14,2,"f",82
459.655300000191,14,2,"f",82
463.207800000191,14,2,"f",82
473.951400000095,14,2,"f",82
490.991199999809,14,2,"f",82
501.247099999905,14,2,"f",82
505.087,14,2,"f",82
512.191,14,2,"f",82
516.463099999905,14,2,"f",82
517.182800000191,14,2,"f",82
520.0625,14,2,"f",82
521.310900000095,14,2,"f",82
521.879,14,2,"f",82
522.838800000191,14,2,"f",82
523.862599999905,14,2,"f",82
524.998699999809,14,2,"f",82
525.998400000095,14,2,"f",82
526.502800000191,14,2,"f",82
527.110699999809,14,2,"f",82
529.046699999809,14,2,"f",82
529.622599999905,14,2,"f",82
534.246699999809,14,2,"f",82
535.494599999905,14,2,"f",82
539.318699999809,14,2,"f",82
543.214599999905,14,2,"f",82
545.422599999905,14,2,"f",82
550.238699999809,14,2,"f",82
552.950099999905,14,2,"f",82
557.462400000095,14,2,"f",82
560.486400000095,14,2,"f",82
565.638599999905,14,2,"f",82
567.582400000095,14,2,"f",82
571.101900000095,14,2,"f",82
578.046599999905,14,2,"f",82
579.670699999809,14,2,"f",82
580.694300000191,14,2,"f",82
582.006199999809,14,2,"f",82
583.238300000191,14,2,"f",82
588.118199999809,14,2,"f",82
591.173900000095,14,2,"f",82
592.590099999905,14,2,"f",82
594.302099999905,14,2,"f",82
597.054,14,2,"f",82
599.846099999905,14,2,"f",82
612.8695,14,3,"f",71
615.869299999714,14,3,"f",71
